,Id,Date,DeliveryDate,Quantity,Currency,Supplier,NetAmount
50,10245,2017-04-10,2017-04-18,50,USD,Computer & Co,501.5
51,10245,2017-04-17,2017-04-25,56,USD,Computer & Co,561.679993
52,10245,2017-04-24,2017-05-01,49,USD,Computer & Co,491.470001
53,10245,2017-05-02,2017-05-11,38,USD,Computer & Co,381.140015
54,10245,2017-05-09,2017-05-16,40,USD,Computer & Co,401.200012
55,10245,2017-05-16,2017-05-27,38,USD,Computer & Co,381.140015
56,10245,2017-05-23,2017-05-28,41,USD,Computer & Co,411.230011
57,10245,2017-05-29,2017-06-06,33,USD,Computer & Co,330.98999
58,10245,2017-06-05,2017-06-10,102,USD,Computer & Co,1023.06
59,10245,2017-06-12,2017-06-21,71,USD,Computer & Co,712.130005
60,10245,2017-06-19,2017-06-27,107,USD,Computer & Co,1073.20996
61,10245,2017-06-26,2017-06-29,79,USD,Computer & Co,792.369995
62,10245,2017-07-06,2017-07-13,110,USD,Computer & Co,1103.30005
63,10245,2017-07-10,2017-07-17,118,USD,Computer & Co,1183.54004
64,10245,2017-07-17,2017-07-25,79,USD,Computer & Co,792.369995
65,10245,2017-07-24,2017-07-31,93,USD,Computer & Co,932.789978
66,10245,2017-07-31,2017-08-07,110,USD,Computer & Co,1103.30005
67,10245,2017-08-08,2017-08-16,180,USD,Computer & Co,1805.40002
68,10245,2017-08-14,2017-08-18,205,USD,Computer & Co,2056.1499
69,10245,2017-08-21,2017-08-27,238,USD,Computer & Co,2387.13989
70,10245,2017-08-28,2017-09-05,189,USD,Computer & Co,1895.67004
71,10245,2017-09-05,2017-09-11,278,USD,Computer & Co,2788.34009
72,10245,2017-09-11,2017-09-18,184,USD,Computer & Co,1845.52002
73,10245,2017-09-18,2017-09-26,173,USD,Computer & Co,1735.18994
74,10245,2017-09-25,2017-10-01,184,USD,Computer & Co,1845.52002
75,10245,2017-10-02,2017-10-08,102,USD,Computer & Co,1023.06
76,10245,2017-10-09,2017-10-15,86,USD,Computer & Co,862.580017
77,10245,2017-10-16,2017-10-23,75,USD,Computer & Co,752.25
78,10245,2017-10-23,2017-10-31,79,USD,Computer & Co,792.369995
79,10245,2017-10-30,2017-11-07,105,USD,Computer & Co,1053.15002
80,10245,2017-11-08,2017-11-16,52,USD,Computer & Co,521.559998
81,10245,2017-11-13,2017-11-22,43,USD,Computer & Co,431.290009
82,10245,2017-11-20,2017-11-24,54,USD,Computer & Co,541.619995
83,10245,2017-11-27,2017-12-05,55,USD,Computer & Co,551.650024
84,10245,2017-12-04,2017-12-14,65,USD,Computer & Co,651.950012
85,10245,2017-12-11,2017-12-18,71,USD,Computer & Co,712.130005
86,10245,2017-12-18,2017-12-24,49,USD,Computer & Co,491.470001
87,10245,2017-12-25,2017-12-31,70,USD,Computer & Co,702.099976
88,10245,2018-01-01,2018-01-10,88,USD,Computer & Co,882.640015
89,10245,2018-01-08,2018-01-16,106,USD,Computer & Co,1063.18005
90,10245,2018-01-16,2018-01-27,75,USD,Computer & Co,752.25
91,10245,2018-01-22,2018-01-29,96,USD,Computer & Co,962.880005
92,10245,2018-01-29,2018-02-08,103,USD,Computer & Co,1033.08997
93,10245,2018-02-05,2018-02-11,10,USD,Computer & Co,100.300003
94,10245,2018-02-12,2018-02-20,13,USD,Computer & Co,130.389999
95,103237,2016-10-27,2016-11-01,3,USD,Computer & Co,32.6100006
96,103237,2016-11-02,2016-11-12,84,USD,Computer & Co,913.080017
97,103237,2016-11-15,2016-11-20,84,USD,Computer & Co,913.080017
98,103237,2016-11-22,2016-11-30,72,USD,Computer & Co,782.640015
99,103237,2016-11-28,2016-12-03,73,USD,Computer & Co,793.51001
100,103237,2016-12-05,2016-12-11,76,USD,Computer & Co,826.119995
101,103237,2016-12-12,2016-12-18,75,USD,Computer & Co,815.25
102,103237,2016-12-19,2016-12-28,52,USD,Computer & Co,565.23999
103,103237,2016-12-26,2016-12-30,50,USD,Computer & Co,543.5
104,103237,2017-01-03,2017-01-10,87,USD,Computer & Co,945.690002
105,103237,2017-01-09,2017-01-17,77,USD,Computer & Co,836.98999
106,103237,2017-01-16,2017-01-24,71,USD,Computer & Co,771.77002
107,103237,2017-01-23,2017-02-01,58,USD,Computer & Co,630.460022
108,103237,2017-01-30,2017-02-07,85,USD,Computer & Co,923.950012
109,103237,2017-02-07,2017-02-12,166,USD,Computer & Co,1804.42004
110,103237,2017-02-13,2017-02-21,132,USD,Computer & Co,1434.83997
111,103237,2017-02-20,2017-02-28,118,USD,Computer & Co,1282.66003
112,103237,2017-02-27,2017-03-09,130,USD,Computer & Co,1413.09998
113,103237,2017-03-06,2017-03-13,162,USD,Computer & Co,1760.93994
114,103237,2017-03-13,2017-03-17,124,USD,Computer & Co,1347.88
115,103237,2017-03-20,2017-03-29,170,USD,Computer & Co,1847.90002
116,103237,2017-03-27,2017-04-05,129,USD,Computer & Co,1402.22998
117,103237,2017-04-03,2017-04-09,27,USD,Computer & Co,293.48999
118,103237,2017-04-11,2017-04-17,31,USD,Computer & Co,336.970001
119,103237,2017-04-18,2017-04-26,28,USD,Computer & Co,304.359985
120,103237,2017-04-25,2017-04-30,30,USD,Computer & Co,326.100006
121,103237,2017-05-01,2017-05-06,228,USD,Computer & Co,2478.36011
122,103237,2017-05-09,2017-05-14,237,USD,Computer & Co,2576.18994
123,103237,2017-05-16,2017-05-26,216,USD,Computer & Co,2347.91992
124,103237,2017-05-23,2017-05-31,246,USD,Computer & Co,2674.02002
125,103237,2017-05-29,2017-06-03,186,USD,Computer & Co,2021.81995
126,103237,2017-06-05,2017-06-11,224,USD,Computer & Co,2434.87988
127,103237,2017-06-12,2017-06-18,190,USD,Computer & Co,2065.30005
128,103237,2017-06-19,2017-06-25,247,USD,Computer & Co,2684.88989
129,103237,2017-06-26,2017-07-01,232,USD,Computer & Co,2521.84009
130,103237,2017-07-03,2017-07-13,245,USD,Computer & Co,2663.1499
131,103237,2017-07-10,2017-07-16,371,USD,Computer & Co,4032.77002
132,103237,2017-07-17,2017-07-26,281,USD,Computer & Co,3054.46997
133,103237,2017-07-24,2017-07-31,385,USD,Computer & Co,4184.9502
134,103237,2017-07-31,2017-08-12,391,USD,Computer & Co,4250.16992
135,103237,2017-08-08,2017-08-14,277,USD,Computer & Co,3010.98999
136,103237,2017-08-14,2017-08-21,368,USD,Computer & Co,4000.15991
137,103237,2017-08-22,2017-08-30,251,USD,Computer & Co,2728.37012
138,103237,2017-08-28,2017-09-06,344,USD,Computer & Co,3739.28003
139,103237,2017-09-04,2017-09-11,461,USD,Computer & Co,5011.06982
140,103237,2017-09-11,2017-09-19,512,USD,Computer & Co,5565.43994
141,103237,2017-09-18,2017-09-24,451,USD,Computer & Co,4902.37012
142,103237,2017-09-25,2017-09-29,560,USD,Computer & Co,6087.2002
143,103237,2017-10-02,2017-10-11,406,USD,Computer & Co,4413.22021
144,103237,2017-10-09,2017-10-16,263,USD,Computer & Co,2858.81006
145,103237,2017-10-16,2017-10-19,386,USD,Computer & Co,4195.81982
146,103237,2017-10-23,2017-10-30,337,USD,Computer & Co,3663.18994
147,103237,2017-10-30,2017-11-11,348,USD,Computer & Co,3782.76001
148,103237,2017-11-06,2017-11-11,344,USD,Computer & Co,3739.28003
149,103237,2017-11-13,2017-11-19,433,USD,Computer & Co,4706.70996
150,103237,2017-11-20,2017-11-26,472,USD,Computer & Co,5130.64014
151,103237,2017-11-27,2017-12-01,500,USD,Computer & Co,5435.0
152,103237,2017-12-04,2017-12-09,185,USD,Computer & Co,2010.94995
153,103237,2017-12-11,2017-12-20,152,USD,Computer & Co,1652.23999
154,103237,2017-12-18,2017-12-21,200,USD,Computer & Co,2174.0
155,103237,2017-12-25,2018-01-01,236,USD,Computer & Co,2565.32007
156,103237,2018-01-01,2018-01-10,215,USD,Computer & Co,2337.05005
157,103237,2018-01-08,2018-01-18,201,USD,Computer & Co,2184.87012
158,103237,2018-01-15,2018-01-24,305,USD,Computer & Co,3315.3501
159,103237,2018-01-22,2018-01-27,214,USD,Computer & Co,2326.17993
160,103237,2018-01-29,2018-02-05,301,USD,Computer & Co,3271.87012
161,103237,2018-02-05,2018-02-13,86,USD,Computer & Co,934.820007
162,103237,2018-02-12,2018-02-23,72,USD,Computer & Co,782.640015
163,103627,2017-08-15,2017-08-18,265,USD,Computer & Co,2949.44995
164,103627,2017-08-25,2017-09-01,205,USD,Computer & Co,2281.6499
165,103627,2017-08-28,2017-09-05,238,USD,Computer & Co,2648.93994
166,103627,2017-09-05,2017-09-12,17,USD,Computer & Co,189.210007
167,103627,2017-09-11,2017-09-19,13,USD,Computer & Co,144.690002
168,103627,2017-09-18,2017-09-24,15,USD,Computer & Co,166.949997
169,103627,2017-09-25,2017-10-01,14,USD,Computer & Co,155.820007
170,103627,2017-10-02,2017-10-07,187,USD,Computer & Co,2081.31006
171,103627,2017-10-09,2017-10-19,231,USD,Computer & Co,2571.03003
172,103627,2017-10-16,2017-10-22,155,USD,Computer & Co,1725.15002
173,103627,2017-10-23,2017-10-30,250,USD,Computer & Co,2782.5
174,103627,2017-10-30,2017-11-06,182,USD,Computer & Co,2025.66003
175,103627,2017-11-06,2017-11-14,58,USD,Computer & Co,645.539978
176,103627,2017-11-13,2017-11-20,85,USD,Computer & Co,946.049988
177,103627,2017-11-20,2017-11-27,73,USD,Computer & Co,812.48999
178,103627,2017-11-28,2017-12-06,64,USD,Computer & Co,712.320007
179,103627,2017-12-04,2017-12-15,34,USD,Computer & Co,378.420013
180,103627,2017-12-11,2017-12-20,36,USD,Computer & Co,400.679993
181,103627,2017-12-18,2017-12-26,30,USD,Computer & Co,333.899994
182,103627,2017-12-25,2018-01-03,34,USD,Computer & Co,378.420013
183,103627,2018-01-01,2018-01-04,43,USD,Computer & Co,478.589996
184,103627,2018-01-08,2018-01-14,46,USD,Computer & Co,511.980011
185,103627,2018-01-15,2018-01-23,58,USD,Computer & Co,645.539978
186,103627,2018-01-22,2018-01-31,53,USD,Computer & Co,589.890015
187,103627,2018-01-29,2018-02-05,50,USD,Computer & Co,556.5
188,103627,2018-02-05,2018-02-13,12,USD,Computer & Co,133.559998
189,103627,2018-02-13,2018-02-18,14,USD,Computer & Co,155.820007
190,103723,2016-10-27,2016-11-04,2,USD,Computer & Co,21.8400002
191,103723,2016-11-02,2016-11-07,55,USD,Computer & Co,600.599976
192,103723,2016-11-15,2016-11-24,48,USD,Computer & Co,524.159973
193,103723,2016-11-22,2016-11-28,42,USD,Computer & Co,458.640015
194,103723,2016-11-29,2016-12-07,42,USD,Computer & Co,458.640015
195,103723,2016-12-05,2016-12-12,43,USD,Computer & Co,469.559998
196,103723,2016-12-12,2016-12-18,33,USD,Computer & Co,360.359985
197,103723,2016-12-19,2016-12-24,29,USD,Computer & Co,316.679993
198,103723,2016-12-27,2017-01-06,43,USD,Computer & Co,469.559998
199,103723,2017-01-03,2017-01-10,37,USD,Computer & Co,404.040009
200,103723,2017-01-09,2017-01-14,33,USD,Computer & Co,360.359985
201,103723,2017-01-16,2017-01-26,33,USD,Computer & Co,360.359985
202,103723,2017-01-23,2017-02-02,38,USD,Computer & Co,414.959991
203,103723,2017-01-30,2017-02-07,36,USD,Computer & Co,393.119995
204,103723,2017-02-07,2017-02-14,52,USD,Computer & Co,567.840027
205,103723,2017-02-13,2017-02-20,62,USD,Computer & Co,677.039978
206,103723,2017-02-21,2017-03-01,53,USD,Computer & Co,578.76001
207,103723,2017-02-27,2017-03-09,73,USD,Computer & Co,797.159973
208,103723,2017-03-06,2017-03-12,129,USD,Computer & Co,1408.68005
209,103723,2017-03-14,2017-03-23,121,USD,Computer & Co,1321.31995
210,103723,2017-03-21,2017-03-30,103,USD,Computer & Co,1124.76001
211,103723,2017-03-27,2017-04-02,118,USD,Computer & Co,1288.56006
212,103723,2017-04-03,2017-04-13,31,USD,Computer & Co,338.519989
213,103723,2017-04-10,2017-04-19,25,USD,Computer & Co,273.0
214,103723,2017-04-19,2017-04-27,33,USD,Computer & Co,360.359985
215,103723,2017-04-24,2017-05-03,27,USD,Computer & Co,294.839996
216,103723,2017-05-02,2017-05-10,28,USD,Computer & Co,305.76001
217,103723,2017-05-09,2017-05-19,35,USD,Computer & Co,382.200012
218,103723,2017-05-16,2017-05-21,29,USD,Computer & Co,316.679993
219,103723,2017-05-23,2017-05-29,21,USD,Computer & Co,229.320007
220,103723,2017-05-30,2017-06-06,33,USD,Computer & Co,360.359985
221,103723,2017-06-05,2017-06-11,80,USD,Computer & Co,873.599976
222,103723,2017-06-14,2017-06-25,116,USD,Computer & Co,1266.71997
223,103723,2017-06-19,2017-06-26,87,USD,Computer & Co,950.039978
224,103723,2017-06-26,2017-07-03,85,USD,Computer & Co,928.200012
225,103723,2017-07-06,2017-07-16,101,USD,Computer & Co,1102.92004
226,103723,2017-07-10,2017-07-18,101,USD,Computer & Co,1102.92004
227,103723,2017-07-17,2017-07-26,91,USD,Computer & Co,993.719971
228,103723,2017-07-24,2017-07-31,97,USD,Computer & Co,1059.23999
229,103723,2017-07-31,2017-08-06,112,USD,Computer & Co,1223.04004
230,103723,2017-08-07,2017-08-16,66,USD,Computer & Co,720.719971
231,103723,2017-08-14,2017-08-21,67,USD,Computer & Co,731.640015
232,103723,2017-08-23,2017-08-29,54,USD,Computer & Co,589.679993
233,103723,2017-08-28,2017-09-07,55,USD,Computer & Co,600.599976
234,103723,2017-09-05,2017-09-15,138,USD,Computer & Co,1506.95996
235,103723,2017-09-11,2017-09-15,155,USD,Computer & Co,1692.59998
236,103723,2017-09-18,2017-09-25,199,USD,Computer & Co,2173.08008
237,103723,2017-09-25,2017-09-30,200,USD,Computer & Co,2184.0
238,103723,2017-10-02,2017-10-07,81,USD,Computer & Co,884.52002
239,103723,2017-10-09,2017-10-16,66,USD,Computer & Co,720.719971
240,103723,2017-10-16,2017-10-22,68,USD,Computer & Co,742.559998
241,103723,2017-10-23,2017-10-30,97,USD,Computer & Co,1059.23999
242,103723,2017-10-30,2017-11-08,61,USD,Computer & Co,666.119995
243,103723,2017-11-06,2017-11-13,85,USD,Computer & Co,928.200012
244,103723,2017-11-13,2017-11-18,80,USD,Computer & Co,873.599976
245,103723,2017-11-20,2017-11-27,92,USD,Computer & Co,1004.64001
246,103723,2017-11-27,2017-12-05,83,USD,Computer & Co,906.359985
247,103723,2017-12-04,2017-12-10,103,USD,Computer & Co,1124.76001
248,103723,2017-12-11,2017-12-17,76,USD,Computer & Co,829.919983
249,103723,2017-12-18,2017-12-24,84,USD,Computer & Co,917.280029
250,103723,2017-12-25,2017-12-30,84,USD,Computer & Co,917.280029
251,103723,2018-01-01,2018-01-08,75,USD,Computer & Co,819.0
252,103723,2018-01-08,2018-01-18,72,USD,Computer & Co,786.23999
253,103723,2018-01-15,2018-01-22,70,USD,Computer & Co,764.400024
254,103723,2018-01-22,2018-01-30,93,USD,Computer & Co,1015.56
255,103723,2018-01-29,2018-02-06,57,USD,Computer & Co,622.440002
256,103723,2018-02-07,2018-02-14,4,USD,Computer & Co,43.6800003
257,103723,2018-02-12,2018-02-21,5,USD,Computer & Co,54.5999985
258,123242,2016-05-05,2016-05-09,2,USD,Digital Age,138.460007
259,123242,2016-05-12,2016-05-15,2,USD,Digital Age,138.460007
260,123242,2016-05-27,2016-05-30,2,USD,Digital Age,138.460007
261,123242,2016-06-03,2016-06-06,9,USD,Digital Age,623.070007
262,123242,2016-06-09,2016-06-12,11,USD,Digital Age,761.530029
263,123242,2016-06-22,2016-06-25,8,USD,Digital Age,553.840027
264,123242,2016-06-28,2016-07-02,11,USD,Digital Age,761.530029
265,123242,2016-07-04,2016-07-08,17,USD,Digital Age,1176.91003
266,123242,2016-07-11,2016-07-14,19,USD,Digital Age,1315.37
267,123242,2016-07-31,2016-08-03,17,USD,Digital Age,1176.91003
268,123242,2016-08-03,2016-08-06,24,USD,Digital Age,1661.52002
269,123242,2016-08-11,2016-08-15,16,USD,Digital Age,1107.68005
270,123242,2016-08-17,2016-08-21,24,USD,Digital Age,1661.52002
271,123242,2016-08-26,2016-08-29,18,USD,Digital Age,1246.14001
272,123242,2016-08-29,2016-09-01,25,USD,Digital Age,1730.75
273,123242,2016-09-06,2016-09-09,68,USD,Digital Age,4707.64014
274,123242,2016-09-22,2016-09-27,48,USD,Digital Age,3323.04004
275,123242,2016-09-27,2016-10-01,53,USD,Digital Age,3669.18994
276,123242,2016-10-06,2016-10-10,7,USD,Digital Age,484.609985
277,123242,2016-10-10,2016-10-13,5,USD,Digital Age,346.149994
278,123242,2016-10-25,2016-10-30,7,USD,Digital Age,484.609985
279,123242,2016-11-08,2016-11-11,4,USD,Digital Age,276.920013
280,123242,2016-11-22,2016-11-25,5,USD,Digital Age,346.149994
281,123242,2016-12-19,2016-12-22,1,USD,Digital Age,69.2300034
282,123242,2017-01-11,2017-01-15,19,USD,Digital Age,1315.37
283,123242,2017-01-19,2017-01-23,19,USD,Digital Age,1315.37
284,123242,2017-01-31,2017-02-03,13,USD,Digital Age,899.98999
285,123242,2017-02-08,2017-02-11,9,USD,Digital Age,623.070007
286,123242,2017-03-06,2017-03-10,14,USD,Digital Age,969.219971
287,123242,2017-03-21,2017-03-26,16,USD,Digital Age,1107.68005
288,123242,2017-03-30,2017-04-03,16,USD,Digital Age,1107.68005
289,123242,2017-04-04,2017-04-08,25,USD,Digital Age,1730.75
290,123242,2017-04-13,2017-04-17,33,USD,Digital Age,2284.59009
291,123242,2017-04-27,2017-04-30,35,USD,Digital Age,2423.05005
292,123242,2017-05-09,2017-05-11,22,USD,Digital Age,1523.06006
293,123242,2017-05-16,2017-05-18,16,USD,Digital Age,1107.68005
294,123242,2017-06-05,2017-06-09,67,USD,Digital Age,4638.41016
295,123242,2017-06-22,2017-06-24,59,USD,Digital Age,4084.57007
296,123242,2017-06-26,2017-06-29,62,USD,Digital Age,4292.25977
297,123242,2017-07-07,2017-07-10,48,USD,Digital Age,3323.04004
298,123242,2017-07-13,2017-07-16,41,USD,Digital Age,2838.42993
299,123242,2017-07-17,2017-07-20,44,USD,Digital Age,3046.12012
300,123242,2017-07-25,2017-07-29,55,USD,Digital Age,3807.6499
301,123242,2017-08-11,2017-08-15,6,USD,Digital Age,415.380005
302,123242,2017-09-05,2017-09-09,16,USD,Digital Age,1107.68005
303,123242,2017-09-22,2017-09-25,15,USD,Digital Age,1038.44995
304,123242,2017-09-26,2017-09-30,16,USD,Digital Age,1107.68005
305,123242,2017-11-16,2017-11-21,27,USD,Digital Age,1869.20996
306,123242,2018-01-02,2018-01-05,5,USD,Digital Age,346.149994
307,123723,2014-10-06,2014-10-09,7,USD,Digital Age,491.399994
308,123723,2014-10-14,2014-10-17,11,USD,Digital Age,772.200012
309,123723,2014-10-20,2014-10-23,9,USD,Digital Age,631.799988
310,123723,2014-11-04,2014-11-07,7,USD,Digital Age,491.399994
311,123723,2014-11-19,2014-11-23,7,USD,Digital Age,491.399994
312,123723,2014-12-02,2014-12-05,6,USD,Digital Age,421.200012
313,123723,2014-12-09,2014-12-11,6,USD,Digital Age,421.200012
314,123723,2014-12-17,2014-12-21,7,USD,Digital Age,491.399994
315,123723,2014-12-24,2014-12-27,7,USD,Digital Age,491.399994
316,123723,2015-01-06,2015-01-09,19,USD,Digital Age,1333.80005
317,123723,2015-01-12,2015-01-16,18,USD,Digital Age,1263.59998
318,123723,2015-01-22,2015-01-25,20,USD,Digital Age,1404.0
319,123723,2015-01-27,2015-01-31,23,USD,Digital Age,1614.59998
320,123723,2015-02-02,2015-02-05,24,USD,Digital Age,1684.80005
321,123723,2015-02-09,2015-02-13,26,USD,Digital Age,1825.19995
322,123723,2015-02-19,2015-02-22,22,USD,Digital Age,1544.40002
323,123723,2015-02-23,2015-02-25,25,USD,Digital Age,1755.0
324,123723,2015-03-06,2015-03-10,15,USD,Digital Age,1053.0
325,123723,2015-03-11,2015-03-15,17,USD,Digital Age,1193.40002
326,123723,2015-03-19,2015-03-23,17,USD,Digital Age,1193.40002
327,123723,2015-03-30,2015-04-03,17,USD,Digital Age,1193.40002
328,123723,2015-04-06,2015-04-10,32,USD,Digital Age,2246.3999
329,123723,2015-04-14,2015-04-18,51,USD,Digital Age,3580.19995
330,123723,2015-04-20,2015-04-24,45,USD,Digital Age,3159.0
331,123723,2015-04-27,2015-05-01,38,USD,Digital Age,2667.6001
332,123723,2015-05-04,2015-05-07,28,USD,Digital Age,1965.59998
333,123723,2015-05-11,2015-05-15,36,USD,Digital Age,2527.19995
334,123723,2015-05-20,2015-05-24,28,USD,Digital Age,1965.59998
335,123723,2015-05-26,2015-05-29,33,USD,Digital Age,2316.6001
336,123723,2015-06-01,2015-06-04,89,USD,Digital Age,6247.7998
337,123723,2015-06-08,2015-06-13,85,USD,Digital Age,5967.0
338,123723,2015-06-15,2015-06-19,83,USD,Digital Age,5826.6001
339,123723,2015-06-22,2015-06-25,83,USD,Digital Age,5826.6001
340,123723,2015-06-30,2015-07-05,102,USD,Digital Age,7160.3999
341,123723,2015-07-08,2015-07-10,22,USD,Digital Age,1544.40002
342,123723,2015-07-14,2015-07-17,18,USD,Digital Age,1263.59998
343,123723,2015-07-21,2015-07-25,21,USD,Digital Age,1474.19995
344,123723,2015-07-27,2015-07-30,28,USD,Digital Age,1965.59998
345,123723,2015-08-03,2015-08-06,124,USD,Digital Age,8704.7998
346,123723,2015-08-10,2015-08-14,155,USD,Digital Age,10881.0
347,123723,2015-08-17,2015-08-21,155,USD,Digital Age,10881.0
348,123723,2015-08-27,2015-08-30,122,USD,Digital Age,8564.40039
349,123723,2015-08-31,2015-09-03,131,USD,Digital Age,9196.2002
350,123723,2015-09-08,2015-09-11,76,USD,Digital Age,5335.2002
351,123723,2015-09-15,2015-09-19,75,USD,Digital Age,5265.0
352,123723,2015-09-23,2015-09-27,57,USD,Digital Age,4001.3999
353,123723,2015-09-28,2015-10-03,59,USD,Digital Age,4141.7998
354,123723,2015-10-05,2015-10-08,90,USD,Digital Age,6318.0
355,123723,2015-10-13,2015-10-17,90,USD,Digital Age,6318.0
356,123723,2015-10-27,2015-10-30,73,USD,Digital Age,5124.6001
357,123723,2015-11-04,2015-11-08,80,USD,Digital Age,5616.0
358,123723,2015-11-09,2015-11-14,78,USD,Digital Age,5475.6001
359,123723,2015-11-16,2015-11-20,108,USD,Digital Age,7581.6001
360,123723,2015-11-30,2015-12-02,102,USD,Digital Age,7160.3999
361,123723,2015-12-08,2015-12-11,34,USD,Digital Age,2386.80005
362,123723,2015-12-15,2015-12-18,31,USD,Digital Age,2176.19995
363,123723,2015-12-24,2015-12-27,26,USD,Digital Age,1825.19995
364,123723,2015-12-29,2016-01-02,32,USD,Digital Age,2246.3999
365,123723,2016-01-05,2016-01-08,45,USD,Digital Age,3159.0
366,123723,2016-01-11,2016-01-15,44,USD,Digital Age,3088.80005
367,123723,2016-01-18,2016-01-21,35,USD,Digital Age,2457.0
368,123723,2016-01-27,2016-02-01,39,USD,Digital Age,2737.80005
369,123723,2016-02-02,2016-02-04,54,USD,Digital Age,3790.80005
370,123723,2016-02-08,2016-02-11,52,USD,Digital Age,3650.3999
371,123723,2016-02-16,2016-02-19,34,USD,Digital Age,2386.80005
372,123723,2016-02-23,2016-02-26,44,USD,Digital Age,3088.80005
373,123723,2016-02-29,2016-03-04,55,USD,Digital Age,3861.0
374,123723,2016-03-07,2016-03-12,124,USD,Digital Age,8704.7998
375,123723,2016-03-14,2016-03-18,96,USD,Digital Age,6739.2002
376,123723,2016-03-21,2016-03-24,103,USD,Digital Age,7230.6001
377,123723,2016-03-28,2016-04-01,108,USD,Digital Age,7581.6001
378,123723,2016-04-04,2016-04-08,24,USD,Digital Age,1684.80005
379,123723,2016-04-15,2016-04-18,25,USD,Digital Age,1755.0
380,123723,2016-04-20,2016-04-22,24,USD,Digital Age,1684.80005
381,123723,2016-04-26,2016-04-30,20,USD,Digital Age,1404.0
382,123723,2016-05-03,2016-05-05,76,USD,Digital Age,5335.2002
383,123723,2016-05-11,2016-05-15,72,USD,Digital Age,5054.3999
384,123723,2016-05-16,2016-05-19,114,USD,Digital Age,8002.7998
